Куфія бамбукова (будру-пам),Родина Viperidae,"Куфія бамбукова будру пам, бамбукова куфія будру пам, будру пам куфія бамбукова, будру пам бамбукова куфія, будру-пам, будру - пам",Trimeresurus gramineus,"Представник ямкоголових змій.  Отруйна змія з роду Куфія родини Гадюкові. Загальна довжина досягає одного метра. Голова широка, трикутна. Тулуб стрункий, хвіст чіпкий. Укус для людини не смертельний. Крім того, вона кусає лише в разі якщо їм заподіюють біль або сильно їх роздратували. Це живородні змії. Самки народжують від 8 до 15 дитинчат. Мешкають у лісистій місцевості Пакистану, Непалу, на Андаманських і Нікобарських островах (Індія), Філіппінах, Південно-Східному Китаї, Тайвані.",http://uk.wikipedia.org/wiki/Куфія_бамбукова,imgs/83.jpg,До 1900-х,
Полоз ескулапів (лісовий),Родина Colubridae,"Полоз ескулапів лісовий, полоз лісовий ескулапів, лісовий ескулапів полоз, лісовий полоз ескулапів, полоз ескулаповий лісовий, полозі лісовий ескулаповий, ескулаповий полоз лісовий, ескулаповий лісовий полоз",Zamenis longissimus,"Інша назва «лісовий полоз». Населяють передгір'я букові та, рідше, хвойні ліси, мішані широколистяні ліси з вічнозеленим підліском, грабняки, чайні плантації, фундукові сади, лісові галявини, вологі луки, розріджені чагарникові зарості, схили залісених ущелин. Зустрічаються до висоти 2 кілометрів над рівнем моря. Харчуються мишоподібними гризунами, землерийками, птахами, їх пташенятами та яйцями. Це яйцекладні змії. В Україні ареал охоплює Карпати, Закарпаття, південно-західну Україну.",http://uk.wikipedia.org/wiki/Полоз_ескулапів,,До 1900-х,
Прикрашена черепаха ієрогліфова,Родина Emydidae,"Черепаха ієрогліфова прикрашена, прикрашена ієрогліфова черепаха, ієрогліфова черепаха прикрашена, ієрогліфова прикрашена черепаха",Pseudemys concinna,"Полюбляють різного роду водойми з помірною течією, кам'янистим дном, багатою рослинністю. Взимку іноді впадають у сплячку, зариваючись в бруд або мул. При цьому їхній метаболізм сповільнюється, вони практично не дихають, тільки зрідка споживають кисень прямо з води. Харчуються рибою, земноводними, ракоподібними, комахами, водними рослинами. Мешкають від Південної Кароліни по Атлантичному узбережжю до Мексиканської затоки.",http://uk.wikipedia.org/wiki/Прикрашена_черепаха_ієрогліфова,,До 1900-х,
Ящірка живородна (лісова ящірка),Родина Lacertidae,"Ящірка живородна лісова, живородна, ящірка лісова, ящірка лісова живородна, ящірка живорідна лісова, живорідна ящірка лісова, живорідна лісова ящірка",Zootoca vivipara,"Живородні ящірки мають здатність пристосовуватися до кліматичних і висотних умов. Висота проживання: від 0 до 3000 метрів. Полюбляють лісові та вологі місцини, болота, торфовища, галявини, чагарники. В Україні живуть у Карпатах, Закарпатті та на Поліссі, частково в Західному Лісостепу, досить рідкісні.",http://uk.wikipedia.org/wiki/Ящірка_живородна,,До 1900-х,
Пеламіда двоколірна,Родина Elapidae,Двоколірна пеламіда,Pelamis platura,"Отруйні змії роду Пеламіда є єдиними представниками свого роду з підродини Морських змій родини аспідових. Ці морські змії ніколи не виходять на сушу. Вони харчуються рибою, яку попередньо вбивають отрутою. Ці змії є живородними, при цьому самка народжує 3-8 дитинчат у воді. Вони мешкають у Тихому та Індійському океанах на північ до Японії та на південь до узбережжя Австралії.",http://uk.wikipedia.org/wiki/Пеламіда_двоколірна,,До 1900-х,
Крапчаста сумчаста лисиця,Родина ,,,"Хижі сумчасті ссавці, які мешкають в лісах Австралії, Тасманії та Нової Гвінеї. Головою нагадують кішку, а тулубом куницю. Їхня чисельність швидко скорочується через вирубку лісів та переслідування з боку собак та лисиць (яких до Австралії завезли люди).",,imgs/39.jpg,До 1900-х,
Ящір,Родина Manidae,,,Тіло вкрито роговою лускою. Представники родини Ящури або Панголіни (Manidae) є мешканцями Африці й Азії.,,,До 1900-х,
Глибоководний електричний скат,Родина ,,,"Більшість представників ряду відомі своєю здатністю виробляти електричний розряд напругою від 8 до 220 вольтів, залежно від виду. Струм використовується для полювання та захисту.",,,До 1900-х,
Сумчастий мурахоїд,Родина ,,Myrmecobius fasciatus,,,,,
Рій бджоли медоносної,Родина ,,Apis mellifera,,,,,
Метелики морфіди,Родина ,,Morpho,,,,,
Бражник (сфінкс) молочайний,Родина ,,Hyles euphorbiae,,,,,
Жаба озерна,Родина ,,Pelophylax ridibundus,,,,,
Пінгвін чубатий,Родина ,,Eudyptes chrysecome,,,,,
Гагара чорновола,Родина ,,Gavia arctica,,,,,
Норець великий,Родина ,,Podiceps cristatus,,,,,
Качурка Вільсона,Родина ,,Oceanites oceanicus,,,,,
Пелікан рожевий,Родина ,,Pelecanus onocrotalus,,,,,
Баклан великий,Родина ,,Phalacrocorax carbo,,,,,
Водоростева гуска,Родина ,,Chloephaga hybrida,,,,,
Чирок кільчастий,Родина ,,Callonetta leucoptherys,,,,,
Каменярка,Родина ,,Histrionicus histrionicus,,,,,
Марабу африканський,Родина ,,Leptoptilos crumeniferus,,,,,
Ябіру азіатський,Родина ,,Xenorhynchus asiaticus,,,,,
Квак,Родина ,,Nycticorax nycticorax,,,,,
Човнодзьоб,Родина ,,Cochlearius cochlearius,,,,,
Коровайка,Родина ,,Plegadis falcinellus,,,,,
Беркут,Родина ,,Aquila chrysaetos,,,,,
Орлан білоголовий,Родина ,,Haliaeetus leucocephalus,,,,,
Сип білоголовий,Родина ,,Gyps fulvus,,,,,
Яструб малий,Родина ,,Accipiter nisus,,,,,
Монал,Родина ,,Laphophorus impeyanus,,,,,
Глухарі,Родина ,,Tetrao urogallus,,,,,
Журавель степовий,Родина ,,Anthropoides virgo,,,,,
Мартин Магелланів,Родина ,,Larus scoresbyi,,,,,
Мартин звичайний,Родина ,,Larus ridibundus,,,,,
Чеграва,Родина ,,Hydroprogne caspia,,,,,
Крячок антарктичний,Родина ,,Sterna vittata,,,,,
Зозуля звичайна,Родина ,,Cuculus canorus,,,,,
Пугач,Родина ,,Bubo bubo,,,,,
Птах-миша смугаста,Родина ,,Colius striatus,,,,,
Кукабара,Родина ,,Docelo novaeguineae,,,,,
Рибалочка синьо-білий,Родина ,,Todiramphus diops,,,,,
Бджолоїдка зелена,Родина ,,Merops persicus,,,,,
Сиворакша,Родина ,,Coracias garrulus,,,,,
Калао,Родина ,,Buceros bicornis,,,,,
Південний жовтодзьобий токо,Родина ,,Tockus leucomelas,,,,,
Одуд,Родина ,,Upupa epops,,,,,
Тукан велетенський,Родина ,,Ramphastos toco,,,,,
Яванський широкодзьоб,Родина ,,Eurylaimus javanicus,,,,,
Кам'яний півник,Родина ,,Rupicola rupicola,,,,,
Лірохвіст,Родина ,,Menura alberti,,,,,
Соловейко-червоношийка,Родина ,,Luscinia calliope,,,,,
Білогорлий дрізд,Родина ,,Рetrophila gularis,,,,,
Мухолов королівський,Родина ,,Onychorhynchus coronatus,,,,,
Вапнякова губка,Родина ,,Calcispongia,,,,,
Португальський кораблик (фізалія пузирчаста),Родина ,,Physalia phуsalis,,,,,
Гідроїдні поліпи,Родина ,,Hydrozoa,,,,,
Роговий корал,Родина ,,Eunicella papillosa,,,,,
Корали-морські пера,Родина ,,Pennatula spр.,,,,,
Акропора пальмоподібна,Родина ,,Acropora palmata,,,,,
Фунгія Ліннея,Родина ,,Fungia linnei,,,,,
Акропора оленерога,Родина ,,Acropora cervicorus,,,,,
Кінська аскарида,Родина ,,Parascarus equorum,,,,,
Скреблянка велетенська,Родина ,,Macroacanthorhynchus hirudinaceus,,,,,
Черв-поліхета морська миша,Родина ,,Aphrodite aculeata,,,,,
Моховатки,Родина ,,Bryozoa,,,,,
Морські качечки,Родина ,,Lepas sp.,,,,,
Бокоплав вікторії,Родина ,,Acantogammarus victorii,,,,,
Річковий рак,Родина ,,Astacus,,,,,
"Раки-самітник (- пустельник, равлинець)",Родина ,,Pagurus,,,,,
Чотирикутний волохатий краб,Родина ,,Erimacrus isenbeckii,,,,,
Краб довголобий,Родина ,,Stenorhynchus seticornis,,,,,
Велетенський скорпіон,Родина ,,Pandinus sp.,,,,,
Джгутоніг довгоногий,Родина ,,Tarantula palmata,,,,,
Морські павуки,Родина ,,Colossendeis sp.,,,,,
Оса сколія плямиста,Родина ,,Scolia maculata,,,,,
Гніздо шершня,Родина ,,Vespo crabro,,,,,
Листоїд довгаль мінливий,Родина ,,Dolichotoma variegata,,,,,
Лобаня Граля,Родина ,,Eudicella gralli,,,,,
Хрущ західний,Родина ,,Melоlonta melоlonta,,,,,
Вусач дубовий,Родина ,,Cerambyx Linnaeus,,,,,
Двовісімка спокійна,Родина ,,Diathria clуmene,,,,,
Сонцевик Тіодамуса,Родина ,,Cyrestis thyodamus,,,,,
Гусінь прядки пухнастої,Родина ,,Eriogaster lanestris,,,,,
Гусінь і лялечка метелика червиці вербової,Родина ,,Cossus cossus,,,,,
Голкобік колючий,Родина ,,Acanthopleura spiniferus,,,,,
Яйцекладка молюска стромбуса,Родина ,,Strombus sp.,,,,,
Ципрея жіноча хустинка,Родина ,,Cypraea mappa,,,,,
Молюск ципрея-пантера,Родина ,,Cypraea panterina,,,,,
Морське перо,Родина ,,Pinna sp.,,,,,
Ланцетоголовий морський їжак звичайний,Родина ,,Cidaris cidaris,,,,,
Морський їжак,Родина ,,Echinoidea,,,,,
Мінливість молюска поліміта,Родина ,,,,,,,
Кальмар,Родина ,,,,,,,
Восьминіг,Родина ,,,,,,,
Аргонавт,Родина ,,,,,,,
Каракатиця,Родина ,,,,,,,
Стеблиста морська лілія,Родина ,,,,,,,
Краб Ілія,Родина ,,,,,,,
